Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2023-05-31,Widget C,West,931,33,Female,4.550433318
2023-06-01,Widget D,East,798,30,Male,2.471402778
2023-06-02,Widget B,East,189,42,Male,1.571296442
2023-06-03,Widget D,West,545,69,Female,3.783526297
2023-06-04,Widget B,East,431,21,Female,1.658312579
2023-06-05,Widget D,South,238,28,Female,4.014722062
2023-06-06,Widget C,South,456,49,Female,4.872448946
2023-06-07,Widget B,South,700,66,Female,4.118211475
2023-06-08,Widget C,West,373,24,Male,1.089796994
2023-06-09,Widget B,East,118,63,Female,3.399543152
2023-06-10,Widget C,East,410,28,Female,3.781642684
2023-06-11,Widget C,North,969,45,Female,4.301833303
2023-06-12,Widget B,North,985,58,Male,1.224009236
2023-06-13,Widget B,East,253,40,Female,2.920431312
2023-06-14,Widget B,East,489,62,Female,3.141483491
2023-06-15,Widget A,East,359,40,Female,1.676499451
2023-06-16,Widget D,West,719,67,Male,2.289799239
2023-06-17,Widget A,East,982,45,Female,2.760886905
2023-06-18,Widget A,North,896,60,Female,4.332838752
2023-06-19,Widget C,West,670,64,Female,4.717630264
2023-06-20,Widget B,East,224,43,Male,3.513691316
2023-06-21,Widget D,North,453,42,Male,2.579780744
2023-06-22,Widget C,West,372,46,Male,2.016124071
2023-06-23,Widget A,East,718,36,Male,4.928540738
2023-06-24,Widget B,East,910,50,Female,4.932079992
2023-06-25,Widget C,East,344,53,Female,4.699907793
2023-06-26,Widget B,West,947,31,Male,4.1426766
2023-06-27,Widget C,North,549,31,Male,2.303118175
2023-06-28,Widget B,North,346,52,Female,4.268001934
2023-06-29,Widget A,South,619,47,Female,2.635172069
2023-06-30,Widget D,East,240,45,Male,2.307092393
2023-07-01,Widget A,South,461,34,Male,3.979461434
2023-07-02,Widget D,South,107,20,Male,1.31861571
2023-07-03,Widget B,North,577,33,Male,1.194250893
2023-07-04,Widget C,West,451,63,Female,2.791814789
2023-07-05,Widget A,West,594,47,Male,2.782555203
2023-07-06,Widget D,North,705,69,Male,4.582576612
2023-07-07,Widget A,West,932,46,Female,1.504612385
2023-07-08,Widget D,South,526,62,Female,1.49313571
2023-07-09,Widget A,East,138,32,Female,1.589810402
2023-07-10,Widget D,North,692,63,Female,1.118945045
2023-07-11,Widget D,East,286,42,Female,1.286926951
2023-07-12,Widget B,West,695,68,Male,3.639479467
2023-07-13,Widget D,East,699,55,Male,2.726337316
2023-07-14,Widget B,West,853,59,Male,4.054412268
2023-07-15,Widget D,West,953,64,Female,4.970390874
2023-07-16,Widget C,South,192,69,Male,3.636138724
2023-07-17,Widget C,West,185,55,Female,1.201822282
2023-07-18,Widget C,South,143,40,Male,1.418251459
2023-07-19,Widget D,South,236,42,Male,4.524016339
2023-07-20,Widget B,South,520,59,Female,3.109983778
2023-07-21,Widget B,North,173,24,Female,4.299348638
2023-07-22,Widget D,North,647,39,Male,4.426449345
2023-07-23,Widget C,West,712,34,Male,4.710698166
2023-07-24,Widget C,South,611,35,Male,4.799316822
2023-07-25,Widget B,North,255,66,Male,3.219303186
2023-07-26,Widget C,South,354,58,Male,2.364080689
2023-07-27,Widget A,East,270,27,Female,4.847459497
2023-07-28,Widget B,East,827,27,Female,3.189625624
2023-07-29,Widget C,East,269,24,Female,1.257010892
2023-07-30,Widget B,West,863,65,Female,3.5711062
2023-07-31,Widget A,South,971,67,Male,3.350739002
2023-08-01,Widget B,East,421,55,Male,4.583171492
2023-08-02,Widget B,North,666,44,Female,3.612748757
2023-08-03,Widget B,East,555,69,Male,2.396209698
2023-08-04,Widget B,East,702,50,Female,4.864902903
2023-08-05,Widget A,East,889,18,Male,4.206477944
2023-08-06,Widget D,West,712,61,Male,3.521670474
2023-08-07,Widget B,North,254,51,Male,2.171700814
2023-08-08,Widget B,South,988,21,Female,2.494161185
2023-08-09,Widget C,North,448,34,Female,3.679879696
2023-08-10,Widget B,South,550,21,Female,1.287923274
2023-08-11,Widget C,West,975,60,Female,2.026722367
2023-08-12,Widget D,West,752,43,Male,3.855603734
2023-08-13,Widget A,West,272,21,Male,2.920074039
2023-08-14,Widget A,West,109,18,Male,2.609574259
2023-08-15,Widget D,South,839,24,Male,1.60583049
2023-08-16,Widget A,East,364,47,Female,2.767396138
2023-08-17,Widget D,South,537,67,Male,4.082767883
2023-08-18,Widget D,North,859,26,Male,2.056051384
2023-08-19,Widget D,West,346,52,Male,1.021594169
2023-08-20,Widget A,West,766,25,Female,3.674019605
2023-08-21,Widget C,North,645,41,Female,4.890506418
2023-08-22,Widget D,South,598,36,Female,3.427306254
2023-08-23,Widget B,East,228,53,Male,1.479687436
2023-08-24,Widget A,East,771,67,Female,2.282932369
2023-08-25,Widget D,North,700,69,Male,4.470566459
2023-08-26,Widget D,East,704,60,Male,1.930272297
2023-08-27,Widget B,South,426,44,Male,3.430783614
2023-08-28,Widget C,South,852,49,Female,2.610684833
2023-08-29,Widget C,North,934,31,Female,1.831374886
2023-08-30,Widget C,South,503,35,Male,4.253627574
2023-08-31,Widget D,West,728,45,Male,3.971325106
2023-09-01,Widget D,North,705,46,Female,3.646364264
2023-09-02,Widget D,South,774,33,Female,1.945346361
2023-09-03,Widget A,North,710,52,Female,1.391428011
2023-09-04,Widget B,East,724,64,Male,3.304637319
2023-09-05,Widget D,South,458,48,Male,3.214711334
2023-09-06,Widget B,West,702,21,Male,1.753540037
2023-09-07,Widget B,South,957,54,Female,1.224986777
2023-09-08,Widget C,North,817,34,Female,1.322833817
2023-09-09,Widget A,North,116,56,Female,4.971083946
2023-09-10,Widget D,South,373,65,Male,4.134335579
2023-09-11,Widget C,West,784,63,Male,4.687949904
2023-09-12,Widget C,West,215,43,Female,1.780218889
2023-09-13,Widget D,West,960,65,Male,4.842274145
2023-09-14,Widget B,North,792,56,Female,1.570617406
2023-09-15,Widget C,South,190,58,Male,3.036327314
2023-09-16,Widget B,East,181,21,Female,4.318782738
2023-09-17,Widget A,North,423,47,Male,2.399213418
2023-09-18,Widget B,West,213,47,Male,2.699314133
2023-09-19,Widget A,South,868,39,Female,1.512740441
2023-09-20,Widget B,West,157,28,Female,1.49168752
2023-09-21,Widget C,East,253,19,Female,3.478272899
2023-09-22,Widget C,West,976,61,Female,3.702129474
2023-09-23,Widget A,West,503,29,Female,4.109330056
2023-09-24,Widget D,East,727,47,Male,3.226728211
2023-09-25,Widget A,South,954,53,Female,3.583037169
2023-09-26,Widget A,North,365,35,Female,1.054069087
2023-09-27,Widget B,South,414,43,Female,1.648682909
2023-09-28,Widget B,East,814,24,Male,4.939659064
2023-09-29,Widget A,West,140,18,Female,1.303974025
2023-09-30,Widget C,South,204,43,Female,3.715152889
2023-10-01,Widget B,North,989,40,Female,1.704330532
2023-10-02,Widget D,East,292,43,Male,3.866874343
2023-10-03,Widget B,South,500,62,Male,3.823961612
2023-10-04,Widget B,North,377,23,Female,1.936796239
2023-10-05,Widget D,East,453,23,Male,2.078537597
2023-10-06,Widget A,North,848,61,Female,3.619082854
2023-10-07,Widget D,East,832,25,Male,2.560344155
2023-10-08,Widget A,West,679,41,Female,1.778191879
2023-10-09,Widget A,South,808,39,Male,3.926718395
2023-10-10,Widget A,North,355,36,Female,1.616590097
2023-10-11,Widget D,East,750,54,Female,4.422574657
2023-10-12,Widget A,North,923,35,Male,3.058678096
2023-10-13,Widget C,North,760,48,Female,1.422802416
2023-10-14,Widget D,South,198,54,Female,3.776289334
2023-10-15,Widget C,West,687,47,Female,3.076652158
2023-10-16,Widget A,North,381,59,Female,2.192230287
2023-10-17,Widget B,East,982,50,Male,2.690157521
2023-10-18,Widget A,East,502,27,Female,2.193350974
2023-10-19,Widget C,West,208,54,Male,2.052103343
2023-10-20,Widget C,East,799,29,Male,1.654433683
2023-10-21,Widget D,West,298,47,Male,2.451068533
2023-10-22,Widget B,East,402,44,Male,2.003948825
2023-10-23,Widget D,South,426,56,Female,3.733737948
2023-10-24,Widget C,North,253,26,Female,3.735506965
2023-10-25,Widget A,South,651,38,Male,3.00736097
2023-10-26,Widget B,North,744,29,Female,4.11177811
2023-10-27,Widget A,North,504,46,Male,4.365358876
2023-10-28,Widget A,North,561,50,Female,3.31906583
2023-10-29,Widget B,South,231,60,Female,3.475740651
2023-10-30,Widget D,North,890,32,Female,2.131543639
2023-10-31,Widget A,South,973,19,Male,4.579476803
2023-11-01,Widget C,West,183,69,Male,1.096824178
2023-11-02,Widget A,East,498,56,Female,2.394409878
2023-11-03,Widget B,East,853,61,Male,3.887201686
2023-11-04,Widget B,North,727,35,Male,1.320358039
2023-11-05,Widget B,South,208,20,Female,1.73267811
2023-11-06,Widget D,East,320,24,Male,3.357142911
2023-11-07,Widget A,South,652,60,Female,3.239974686
2023-11-08,Widget D,South,467,35,Female,3.955713185
2023-11-09,Widget D,North,246,61,Female,4.250450556
2023-11-10,Widget B,East,211,55,Male,1.514318314
2023-11-11,Widget B,North,714,54,Female,1.073523959
2023-11-12,Widget D,North,657,50,Female,3.758554079
2023-11-13,Widget A,East,593,61,Male,2.205567183
2023-11-14,Widget C,East,604,48,Male,3.503935656
2023-11-15,Widget D,West,574,28,Male,1.602178352
2023-11-16,Widget A,West,935,21,Male,2.876160187
2023-11-17,Widget B,South,989,35,Female,3.017698984
2023-11-18,Widget B,East,370,21,Male,3.340311265
2023-11-19,Widget A,West,520,66,Male,3.052680065
2023-11-20,Widget C,South,996,51,Male,2.982763081
2023-11-21,Widget B,South,806,46,Male,2.330936616
2023-11-22,Widget B,South,466,41,Female,1.284720945
2023-11-23,Widget B,West,379,39,Male,1.358080787
2023-11-24,Widget A,East,382,19,Female,2.735113098
2023-11-25,Widget D,North,139,61,Male,2.423172511
2023-11-26,Widget B,South,288,23,Female,3.064539219
2023-11-27,Widget D,West,263,59,Female,2.219352677
2023-11-28,Widget C,West,635,42,Male,3.751640366
2023-11-29,Widget B,North,635,38,Female,4.455819288
2023-11-30,Widget B,North,103,33,Male,2.195452755
2023-12-01,Widget C,West,934,48,Female,1.771936032
2023-12-02,Widget B,East,389,31,Female,1.464722297
2023-12-03,Widget D,North,532,56,Female,3.465016162
2023-12-04,Widget A,West,570,45,Male,2.775423965
2023-12-05,Widget D,North,280,49,Female,1.752062869
2023-12-06,Widget A,East,347,45,Male,3.612546933
2023-12-07,Widget A,South,727,68,Female,1.593932732
2023-12-08,Widget D,North,378,66,Female,3.217202823
2023-12-09,Widget D,East,976,26,Female,3.108593527
2023-12-10,Widget D,West,680,62,Female,3.936911205
2023-12-11,Widget D,North,962,39,Female,1.22043856
2023-12-12,Widget C,North,353,49,Female,4.551491727
2023-12-13,Widget B,West,280,22,Male,3.811966905
2023-12-14,Widget A,South,929,40,Male,1.864503993
2023-12-15,Widget D,West,780,22,Male,1.733621394
2023-12-16,Widget D,North,924,59,Female,2.726640857
2023-12-17,Widget D,West,608,49,Male,4.270261318
2023-12-18,Widget C,East,860,27,Female,4.371799973
2023-12-19,Widget D,West,799,56,Male,3.081824369
2023-12-20,Widget D,North,665,32,Male,4.443243451
2023-12-21,Widget D,West,425,24,Female,1.021774837
2023-12-22,Widget B,South,456,46,Female,1.140698526
2023-12-23,Widget C,West,924,64,Male,4.647286375
2023-12-24,Widget D,South,749,20,Male,4.10132772
2023-12-25,Widget A,East,779,36,Male,2.802824233
2023-12-26,Widget A,South,490,27,Male,4.014440526
2023-12-27,Widget A,West,714,45,Female,4.822557847
2023-12-28,Widget C,North,184,46,Male,4.088358096
2023-12-29,Widget C,South,416,32,Female,4.369485335
2023-12-30,Widget A,East,311,52,Female,4.042426326
2023-12-31,Widget D,South,614,23,Male,1.67284437
2024-01-01,Widget C,South,483,29,Female,4.334296439
2024-01-02,Widget A,South,790,64,Male,1.78043528
2024-01-03,Widget A,East,441,55,Female,4.570445312
2024-01-04,Widget D,West,914,30,Female,2.834599592
2024-01-05,Widget B,South,943,46,Male,3.707907009
2024-01-06,Widget C,South,137,36,Female,2.988963392
2024-01-07,Widget D,North,610,20,Female,1.375963718
2024-01-08,Widget A,East,519,25,Male,2.16288923
2024-01-09,Widget A,South,850,25,Female,4.934927416
2024-01-10,Widget D,East,268,37,Female,4.842859007
2024-01-11,Widget C,South,442,64,Male,2.281947591
2024-01-12,Widget B,West,925,21,Male,4.985187217
2024-01-13,Widget B,West,405,68,Female,4.382204782
2024-01-14,Widget A,South,641,38,Female,3.443837998
2024-01-15,Widget C,West,801,20,Female,1.160498481
2024-01-16,Widget B,South,968,62,Male,4.605787318
2024-01-17,Widget C,West,636,25,Female,3.229717117
2024-01-18,Widget C,North,211,40,Female,4.473904605
2024-01-19,Widget A,North,510,33,Female,4.33771648
2024-01-20,Widget B,North,305,30,Female,4.332024861
2024-01-21,Widget D,East,284,20,Female,3.792695443
2024-01-22,Widget A,East,481,65,Female,2.165660555
2024-01-23,Widget B,North,595,26,Male,2.344641031
2024-01-24,Widget B,East,478,31,Male,2.23387685
2024-01-25,Widget B,West,146,30,Female,1.080183998
2024-01-26,Widget B,South,985,24,Female,3.330275637
2024-01-27,Widget B,South,839,32,Male,3.795334682
2024-01-28,Widget C,South,650,24,Male,4.415463974
2024-01-29,Widget A,North,627,55,Male,1.560661734
2024-01-30,Widget C,East,603,51,Female,3.176732596
2024-01-31,Widget D,West,121,58,Female,1.032032563
2024-02-01,Widget B,West,312,39,Female,1.380374591
2024-02-02,Widget A,North,409,41,Female,1.216846977
2024-02-03,Widget B,West,760,66,Male,3.901912136
2024-02-04,Widget A,West,852,54,Male,1.324238256
2024-02-05,Widget C,West,371,61,Male,3.865811926
2024-02-06,Widget A,West,670,18,Male,1.998498818
2024-02-07,Widget D,East,898,27,Female,4.510851843
2024-02-08,Widget D,West,301,60,Female,4.252599953
2024-02-09,Widget A,South,131,33,Male,4.83132087
2024-02-10,Widget A,North,542,63,Male,4.535048062
2024-02-11,Widget A,East,261,25,Male,4.733317676
2024-02-12,Widget A,West,866,66,Male,4.434969586
2024-02-13,Widget D,East,353,42,Male,3.773527602
2024-02-14,Widget B,West,620,67,Female,1.681036609
2024-02-15,Widget A,South,750,29,Female,2.086830075
2024-02-16,Widget A,North,579,42,Male,1.850907865
2024-02-17,Widget D,West,109,34,Male,3.414343151
2024-02-18,Widget D,West,825,43,Male,3.014479752
2024-02-19,Widget C,West,604,63,Female,4.468319989
2024-02-20,Widget A,West,884,65,Female,4.810691466
2024-02-21,Widget C,North,935,31,Female,2.619439558
2024-02-22,Widget D,North,659,58,Male,3.025402213
2024-02-23,Widget D,South,535,53,Female,4.886065427
2024-02-24,Widget B,North,210,40,Male,2.104955766
2024-02-25,Widget A,West,252,60,Female,4.169563101
2024-02-26,Widget C,South,734,23,Female,1.900959609
2024-02-27,Widget D,South,968,64,Female,3.725840462
2024-02-28,Widget D,South,201,22,Male,2.014462511
2024-02-29,Widget C,West,852,60,Male,4.534933555
2024-03-01,Widget B,East,932,42,Female,3.245911775
2024-03-02,Widget D,West,290,35,Male,1.743734563
2024-03-03,Widget A,North,828,30,Male,1.897476703
2024-03-04,Widget D,North,662,60,Male,2.975396783
2024-03-05,Widget A,West,903,31,Male,4.846408102
2024-03-06,Widget C,West,180,45,Male,4.078568656
2024-03-07,Widget A,South,588,35,Male,2.953238571
2024-03-08,Widget C,West,994,45,Male,2.350876578
2024-03-09,Widget A,South,187,68,Female,3.197073973
2024-03-10,Widget C,North,293,44,Male,3.993443334
2024-03-11,Widget A,South,203,49,Male,4.135714354
2024-03-12,Widget B,West,882,64,Female,2.298435192
2024-03-13,Widget A,North,195,26,Female,3.884637073
2024-03-14,Widget A,East,522,57,Female,3.63115512
2024-03-15,Widget B,South,990,49,Female,4.836449168
2024-03-16,Widget D,North,297,37,Male,4.724361162
2024-03-17,Widget D,South,100,45,Female,4.157517302
2024-03-18,Widget A,North,506,50,Female,3.893578755
2024-03-19,Widget B,North,477,21,Male,2.096166359
2024-03-20,Widget A,South,266,63,Male,4.383861024
2024-03-21,Widget C,East,608,51,Male,2.710022815
2024-03-22,Widget C,North,737,65,Female,2.08896217
2024-03-23,Widget A,North,412,20,Male,2.536643032
2024-03-24,Widget D,North,692,43,Female,4.34374196
2024-03-25,Widget D,East,517,25,Male,1.594532862
2024-03-26,Widget A,East,862,23,Male,2.824634964
2024-03-27,Widget A,West,780,33,Female,2.969430378
2024-03-28,Widget C,South,576,41,Male,1.14651879
2024-03-29,Widget D,East,172,65,Male,1.782984118
2024-03-30,Widget A,South,240,56,Male,4.306969714
2024-03-31,Widget C,West,681,47,Male,4.323069554
2024-04-01,Widget D,South,361,62,Male,2.169660336
2024-04-02,Widget B,East,439,30,Female,4.499588938
2024-04-03,Widget C,South,407,22,Female,4.087131756
2024-04-04,Widget D,East,344,42,Male,2.671629935
2024-04-05,Widget D,South,614,37,Female,3.993625378
2024-04-06,Widget C,East,436,35,Female,4.845338525
2024-04-07,Widget B,East,674,64,Female,2.835878872
2024-04-08,Widget C,South,660,35,Male,1.953708716
2024-04-09,Widget D,West,175,19,Male,4.767266
2024-04-10,Widget A,North,979,27,Male,3.414977154
2024-04-11,Widget A,West,274,62,Female,1.42106065
2024-04-12,Widget C,South,208,67,Female,3.290731263
2024-04-13,Widget D,West,282,64,Male,3.002323558
2024-04-14,Widget A,East,291,29,Male,4.422355576
2024-04-15,Widget D,North,164,64,Female,3.122780759
2024-04-16,Widget C,South,948,30,Female,2.020929737
2024-04-17,Widget A,South,573,67,Male,3.702576255
2024-04-18,Widget D,South,882,64,Female,3.17030181
2024-04-19,Widget A,North,199,28,Female,1.932178513
2024-04-20,Widget C,East,643,36,Female,3.294511432
2024-04-21,Widget D,South,963,52,Female,4.286142312
2024-04-22,Widget A,West,227,56,Female,1.114283671
2024-04-23,Widget C,South,551,43,Female,3.523404155
2024-04-24,Widget A,South,468,63,Female,2.398340783
2024-04-25,Widget A,South,950,31,Male,2.170685783
2024-04-26,Widget B,South,142,62,Male,2.570351001
2024-04-27,Widget B,East,983,61,Female,2.368090657
2024-04-28,Widget C,West,518,41,Female,4.328956427
2024-04-29,Widget B,East,587,58,Female,2.099191243
2024-04-30,Widget C,West,177,18,Male,3.932612092
2024-05-01,Widget B,South,925,68,Male,1.376239281
2024-05-02,Widget A,North,900,60,Female,4.80558549
2024-05-03,Widget C,East,369,39,Male,3.489266549
2024-05-04,Widget C,North,773,40,Female,3.826874308
2024-05-05,Widget A,East,800,36,Female,2.192157328
2024-05-06,Widget C,South,858,35,Female,2.648386275
2024-05-07,Widget C,East,999,29,Female,1.895113545
2024-05-08,Widget B,South,827,45,Female,4.730144343
2024-05-09,Widget C,East,414,45,Female,2.952417788
2024-05-10,Widget D,South,950,50,Female,3.521792463
2024-05-11,Widget A,South,988,36,Male,3.937088122
2024-05-12,Widget B,West,267,45,Female,2.484424364
2024-05-13,Widget B,South,438,69,Male,3.880406618
2024-05-14,Widget D,West,292,66,Female,3.703969959
2024-05-15,Widget A,South,552,54,Female,3.822637335
2024-05-16,Widget A,North,382,43,Male,2.956919601
2024-05-17,Widget B,South,435,52,Male,2.531749529
2024-05-18,Widget C,North,489,51,Female,1.888328753
2024-05-19,Widget B,North,624,52,Male,4.298505411
2024-05-20,Widget A,South,339,57,Female,3.433400186
2024-05-21,Widget D,North,931,33,Female,2.777408784
2024-05-22,Widget B,West,582,55,Male,4.775983627
2024-05-23,Widget A,East,758,30,Male,1.19135525
2024-05-24,Widget B,South,815,40,Male,4.400687781
2024-05-25,Widget C,North,691,39,Male,4.990330372
2024-05-26,Widget B,South,990,33,Female,4.547768444
2024-05-27,Widget B,West,654,45,Male,4.241746342
2024-05-28,Widget A,South,557,65,Male,2.497223974
2024-05-29,Widget A,South,188,52,Male,1.925256729
2024-05-30,Widget A,North,759,62,Male,3.939402082
2024-05-31,Widget B,West,194,63,Male,2.218301465
2024-06-01,Widget C,East,551,25,Female,1.704158729
2024-06-02,Widget D,East,527,61,Female,4.146103548
2024-06-03,Widget D,North,250,39,Male,2.250174609
2024-06-04,Widget A,South,613,38,Male,4.657766918
2024-06-05,Widget A,North,475,43,Female,4.362530579
2024-06-06,Widget B,North,121,57,Male,4.390561318
2024-06-07,Widget D,North,982,38,Female,4.086278904
2024-06-08,Widget A,South,412,42,Female,4.523525695
2024-06-09,Widget C,West,939,58,Male,4.222987569
2024-06-10,Widget C,North,618,18,Female,3.410045454
2024-06-11,Widget A,South,305,23,Male,2.183290874
2024-06-12,Widget A,West,474,40,Male,4.552836773
2024-06-13,Widget D,North,550,68,Female,4.362414491
2024-06-14,Widget D,East,725,40,Female,2.891517289
2024-06-15,Widget B,West,883,60,Male,1.156314744
2024-06-16,Widget D,North,694,60,Female,3.55417491
2024-06-17,Widget C,West,278,40,Male,1.202387415
2024-06-18,Widget C,West,309,49,Female,4.705119847
2024-06-19,Widget A,West,599,47,Female,4.846525027
2024-06-20,Widget D,West,563,30,Male,1.757960584
2024-06-21,Widget B,West,939,60,Male,3.705557512
2024-06-22,Widget C,West,223,35,Male,1.369076018
2024-06-23,Widget C,North,212,40,Female,3.918067714
2024-06-24,Widget B,East,111,32,Male,2.389150665
2024-06-25,Widget B,South,225,50,Male,3.724200447
2024-06-26,Widget C,West,664,38,Female,2.491506037
2024-06-27,Widget C,South,430,56,Female,1.582270039
2024-06-28,Widget B,North,382,40,Male,2.624439922
2024-06-29,Widget C,West,239,44,Male,1.450694107
2024-06-30,Widget A,East,500,62,Male,3.3075331
2024-07-01,Widget A,South,196,61,Male,1.163806129
2024-07-02,Widget B,West,616,35,Female,3.109278718
2024-07-03,Widget D,North,668,41,Female,4.545474588
2024-07-04,Widget B,East,945,68,Male,4.35149308
2024-07-05,Widget B,South,168,64,Male,4.531126799
2024-07-06,Widget D,South,217,57,Male,4.688195209
2024-07-07,Widget D,West,987,68,Female,1.418111552
2024-07-08,Widget D,East,158,59,Male,1.514988812
2024-07-09,Widget A,East,132,24,Male,3.228027225
2024-07-10,Widget C,East,417,67,Female,4.575890674
2024-07-11,Widget A,East,149,65,Female,4.897397826
2024-07-12,Widget C,North,979,37,Male,1.185047669
2024-07-13,Widget A,East,588,44,Male,2.423096337
2024-07-14,Widget C,South,118,23,Female,1.851577019
2024-07-15,Widget A,South,825,44,Male,4.023863396
2024-07-16,Widget D,North,296,26,Male,3.560775474
2024-07-17,Widget B,South,990,62,Female,1.479552126
2024-07-18,Widget A,South,549,48,Female,2.934088269
2024-07-19,Widget C,East,658,38,Female,3.741762089
2024-07-20,Widget D,South,778,43,Male,4.116021576
2024-07-21,Widget A,North,551,57,Female,1.080210839
2024-07-22,Widget A,East,388,65,Female,4.561878296
2024-07-23,Widget D,West,240,62,Male,3.277125532
2024-07-24,Widget A,East,183,30,Male,4.24763646
2024-07-25,Widget B,North,793,66,Female,4.23175212
2024-07-26,Widget A,East,490,40,Female,1.759410641
2024-07-27,Widget B,East,690,37,Male,1.440688481
2024-07-28,Widget B,North,314,54,Male,3.885149076
2024-07-29,Widget D,East,625,45,Female,1.625707675
2024-07-30,Widget A,North,314,34,Female,4.399749966
2024-07-31,Widget D,North,502,45,Male,3.904757935
2024-08-01,Widget A,West,227,58,Female,4.367301457
2024-08-02,Widget A,South,921,19,Male,2.196050718
2024-08-03,Widget C,South,576,42,Female,2.266392242
2024-08-04,Widget A,East,859,67,Male,3.684886225
2024-08-05,Widget D,East,503,58,Male,1.12578382
2024-08-06,Widget B,West,128,23,Female,3.905986985
2024-08-07,Widget A,West,891,28,Female,4.343132283
2024-08-08,Widget C,West,437,55,Male,2.660654346
2024-08-09,Widget D,North,930,23,Female,4.05951532
2024-08-10,Widget A,West,813,62,Female,1.698443668
2024-08-11,Widget D,West,460,28,Female,2.289041575
2024-08-12,Widget C,East,668,31,Male,4.897219852
2024-08-13,Widget C,West,491,19,Female,4.945312694
2024-08-14,Widget D,North,317,57,Female,3.050420212
2024-08-15,Widget A,North,673,20,Male,4.737079166
2024-08-16,Widget B,East,768,52,Female,3.090922712
2024-08-17,Widget C,West,301,50,Female,2.166352513
2024-08-18,Widget A,West,116,41,Male,2.067597152
2024-08-19,Widget A,North,421,36,Male,4.718022821
2024-08-20,Widget B,West,617,35,Female,1.689785556
2024-08-21,Widget C,West,669,66,Female,3.318529833
2024-08-22,Widget C,West,424,69,Male,3.222100272
2024-08-23,Widget A,South,511,41,Male,3.958486739
2024-08-24,Widget A,East,417,62,Female,2.99697163
2024-08-25,Widget B,South,780,52,Female,2.089142643
2024-08-26,Widget B,East,181,18,Female,1.677585999
2024-08-27,Widget C,North,573,53,Male,3.483275214
2024-08-28,Widget D,West,567,42,Female,3.875963027
2024-08-29,Widget C,East,524,62,Male,3.278085115
2024-08-30,Widget A,South,830,66,Male,3.953405108
2024-08-31,Widget C,West,788,60,Male,1.56608481
2024-09-01,Widget D,North,303,51,Female,4.52988078
2024-09-02,Widget B,East,682,42,Female,3.329582034
2024-09-03,Widget D,East,486,33,Female,1.507375708
2024-09-04,Widget D,East,877,51,Male,2.847700817
2024-09-05,Widget D,West,197,46,Female,4.379166951
2024-09-06,Widget B,South,444,36,Male,4.590248774
2024-09-07,Widget D,South,902,40,Male,2.05859802
2024-09-08,Widget D,East,307,36,Male,3.845063299
2024-09-09,Widget D,North,613,42,Male,1.39994099
2024-09-10,Widget A,North,735,33,Male,1.134183486
2024-09-11,Widget D,South,891,68,Male,3.241595815
2024-09-12,Widget B,North,685,26,Female,3.779310317
2024-09-13,Widget D,South,265,18,Male,4.183146925
2024-09-14,Widget D,East,121,59,Female,2.360864954
2024-09-15,Widget B,South,253,36,Male,1.026101642
2024-09-16,Widget D,South,538,50,Female,2.918076948
2024-09-17,Widget B,East,394,51,Female,1.063414181
2024-09-18,Widget D,North,318,33,Female,1.367938043
2024-09-19,Widget B,South,768,61,Female,2.30675609
2024-09-20,Widget D,South,594,57,Male,2.748688198
2024-09-21,Widget D,East,329,35,Male,2.117877765
2024-09-22,Widget A,North,119,51,Male,3.327461066
2024-09-23,Widget A,South,652,42,Male,1.221399157
2024-09-24,Widget D,East,247,62,Female,1.578318841
2024-09-25,Widget D,South,207,23,Female,3.781033603
2024-09-26,Widget C,West,502,38,Female,1.568563414
2024-09-27,Widget B,East,695,23,Male,3.559100806
2024-09-28,Widget C,North,582,49,Female,1.218738483
2024-09-29,Widget A,North,466,58,Male,2.629529116
2024-09-30,Widget A,North,933,65,Female,1.70963788
2024-10-01,Widget A,North,513,60,Female,1.43854513
2024-10-02,Widget A,South,408,56,Female,3.268131134
2024-10-03,Widget D,South,901,48,Female,4.713343088
2024-10-04,Widget A,North,934,59,Female,1.219148192
2024-10-05,Widget D,North,233,27,Male,2.686216993
2024-10-06,Widget D,North,818,47,Female,3.830141751
2024-10-07,Widget A,South,382,69,Male,2.850751327
2024-10-08,Widget A,North,877,35,Male,4.225983784
2024-10-09,Widget B,North,172,41,Male,1.718581263
2024-10-10,Widget C,West,580,69,Male,4.83837682
2024-10-11,Widget A,West,451,26,Male,2.540650511
2024-10-12,Widget B,North,659,48,Male,2.366278532
2024-10-13,Widget B,East,425,32,Male,4.498423178
2024-10-14,Widget C,North,844,21,Male,3.255468128
2024-10-15,Widget D,West,542,57,Female,3.065777368
2024-10-16,Widget A,East,199,26,Female,3.907911678
2024-10-17,Widget C,East,158,62,Male,3.319336953
2024-10-18,Widget A,North,607,26,Male,1.650062579
2024-10-19,Widget B,West,357,43,Male,3.696790491
2024-10-20,Widget B,West,512,21,Female,1.533875517
2024-10-21,Widget D,East,551,34,Female,4.223430821
2024-10-22,Widget B,North,164,33,Male,4.958946391
2024-10-23,Widget B,South,694,32,Male,2.5095505
2024-10-24,Widget C,South,253,52,Female,2.779023593
2024-10-25,Widget A,West,365,69,Female,1.185734622
2024-10-26,Widget A,South,920,22,Male,1.054932752
2024-10-27,Widget C,West,178,22,Male,4.68567734
2024-10-28,Widget D,West,414,37,Male,1.514496242
